Day_of_Week,Time_of_Booking,Days_Before_Travel,Train_Popularity,Season,Travel_Class,Num_Passengers,Booking_Type,Waiting_List_Position,Ticket_Confirmed
Fri,Evening,102,High,Holiday,3AC,1,Normal,79,0
Tue,Evening,95,High,Festival,1AC,3,Tatkal,9,1
Fri,Morning,69,Low,Holiday,1AC,4,Tatkal,70,1
Sat,Afternoon,118,Low,Normal,2AC,4,Normal,5,1
Fri,Evening,7,High,Festival,1AC,1,Normal,11,1
Sat,Night,58,High,Holiday,Sleeper,1,Tatkal,64,1
Sat,Morning,4,High,Festival,Sleeper,4,Normal,23,1
Sat,Afternoon,76,Medium,Normal,1AC,3,Normal,73,1
Sat,Morning,30,Medium,Festival,Sleeper,1,Normal,78,0
Sat,Evening,12,Low,Normal,3AC,3,Normal,91,0
Tue,Night,117,High,Festival,2AC,1,Normal,78,1
Sat,Evening,0,High,Normal,1AC,5,Normal,42,1
Tue,Morning,45,Low,Festival,1AC,3,Tatkal,37,0
Sat,Night,3,High,Festival,Sleeper,2,Normal,47,1
Fri,Afternoon,117,Low,Normal,1AC,1,Normal,24,1
Sun,Evening,19,Low,Normal,1AC,1,Tatkal,19,1
Sat,Morning,92,Low,Holiday,1AC,5,Normal,10,1
Wed,Night,31,High,Holiday,3AC,4,Normal,9,0
Sat,Morning,96,Medium,Normal,3AC,5,Normal,55,1
Sat,Afternoon,77,High,Holiday,1AC,1,Tatkal,79,1
Fri,Afternoon,82,High,Normal,3AC,5,Normal,85,0
Thu,Evening,114,Low,Normal,Sleeper,5,Tatkal,32,1
Fri,Afternoon,2,High,Holiday,Sleeper,3,Normal,26,0
Wed,Afternoon,51,Low,Festival,Sleeper,2,Normal,13,0
Thu,Evening,10,Medium,Festival,2AC,2,Normal,93,0
Mon,Morning,8,Low,Festival,2AC,3,Tatkal,32,0
Mon,Evening,56,High,Normal,2AC,3,Normal,54,0
Wed,Evening,61,Medium,Normal,Sleeper,5,Normal,77,1
Fri,Night,55,Low,Normal,2AC,5,Tatkal,45,1
Tue,Afternoon,50,High,Festival,1AC,5,Normal,73,1
Wed,Afternoon,91,High,Festival,Sleeper,3,Tatkal,9,1
Sun,Morning,1,Low,Normal,1AC,2,Tatkal,53,1
Thu,Afternoon,76,Medium,Normal,1AC,3,Tatkal,45,1
Thu,Morning,98,High,Festival,2AC,5,Normal,94,1
Sat,Night,94,Low,Normal,3AC,4,Tatkal,95,0
Mon,Morning,106,Medium,Festival,1AC,2,Normal,39,1
Thu,Morning,77,High,Holiday,1AC,2,Normal,7,1
Wed,Night,14,High,Normal,2AC,1,Normal,62,0
Thu,Evening,68,Medium,Normal,Sleeper,4,Tatkal,58,1
Wed,Night,38,Low,Normal,2AC,3,Tatkal,4,1
Tue,Afternoon,33,Medium,Festival,2AC,5,Normal,62,1
Sat,Afternoon,101,Medium,Holiday,Sleeper,4,Normal,95,1
Mon,Night,42,Medium,Festival,Sleeper,4,Tatkal,20,0
Thu,Morning,65,Medium,Holiday,2AC,4,Normal,74,1
Wed,Night,44,Medium,Festival,2AC,2,Normal,77,0
Fri,Afternoon,96,Low,Normal,1AC,3,Normal,57,1
Mon,Night,26,Low,Holiday,1AC,2,Normal,12,1
Tue,Morning,66,High,Holiday,Sleeper,2,Tatkal,37,1
Wed,Afternoon,61,Low,Holiday,Sleeper,5,Normal,96,0
Sun,Evening,63,Medium,Festival,3AC,1,Normal,90,1
Sun,Night,115,Medium,Festival,2AC,2,Normal,28,0
Sat,Night,1,Medium,Festival,Sleeper,3,Normal,89,0
Sat,Night,114,High,Holiday,3AC,1,Tatkal,67,1
Tue,Night,27,Low,Holiday,3AC,3,Tatkal,57,0
Tue,Afternoon,117,Medium,Holiday,2AC,2,Normal,86,0
Sat,Morning,93,High,Festival,2AC,3,Normal,89,0
Thu,Evening,40,Low,Holiday,1AC,2,Tatkal,42,0
Thu,Night,113,High,Festival,3AC,2,Tatkal,62,0
Wed,Afternoon,86,Low,Holiday,2AC,1,Normal,17,1
Fri,Night,96,High,Festival,2AC,5,Tatkal,0,1
Wed,Evening,51,High,Festival,1AC,2,Normal,82,1
Fri,Night,13,Low,Festival,2AC,1,Normal,44,0
Tue,Morning,60,High,Festival,Sleeper,2,Normal,27,0
Mon,Night,77,High,Festival,Sleeper,3,Normal,72,1
Wed,Night,49,Medium,Holiday,3AC,1,Tatkal,35,1
Wed,Night,12,Medium,Holiday,Sleeper,3,Tatkal,47,1
Fri,Morning,67,Medium,Holiday,2AC,3,Normal,21,0
Tue,Afternoon,113,Medium,Festival,3AC,5,Normal,22,1
Tue,Morning,18,Low,Festival,2AC,4,Normal,56,0
Sun,Afternoon,87,Medium,Festival,Sleeper,5,Normal,44,1
Fri,Morning,35,Medium,Normal,1AC,2,Normal,27,0
Tue,Morning,69,Medium,Festival,3AC,4,Normal,83,1
Sat,Night,11,Medium,Holiday,1AC,3,Normal,53,1
Thu,Morning,72,Low,Festival,2AC,1,Normal,22,1
Sun,Afternoon,12,High,Festival,Sleeper,4,Tatkal,20,0
Sat,Afternoon,23,High,Holiday,3AC,1,Tatkal,39,0
Mon,Afternoon,45,Low,Festival,2AC,5,Normal,9,1
Wed,Afternoon,14,Low,Festival,3AC,4,Normal,53,0
Sun,Morning,45,High,Festival,Sleeper,3,Tatkal,32,1
Mon,Night,113,Medium,Festival,2AC,4,Normal,5,1
Wed,Evening,93,Medium,Normal,3AC,5,Normal,37,1
Thu,Afternoon,95,Low,Normal,2AC,4,Tatkal,40,1
Tue,Morning,95,Low,Normal,2AC,5,Normal,95,1
Sat,Night,97,Low,Holiday,Sleeper,3,Tatkal,17,0
Fri,Morning,34,Medium,Festival,3AC,1,Normal,89,0
Sat,Afternoon,17,High,Holiday,3AC,4,Normal,96,1
Thu,Afternoon,82,Medium,Festival,2AC,2,Tatkal,44,1
Mon,Night,113,High,Normal,Sleeper,4,Tatkal,9,1
Fri,Morning,78,Low,Festival,3AC,1,Normal,46,1
Tue,Afternoon,21,High,Normal,2AC,5,Normal,6,0
Thu,Afternoon,24,High,Holiday,2AC,1,Tatkal,86,0
Fri,Evening,23,Medium,Normal,3AC,4,Normal,42,1
Thu,Evening,5,Medium,Normal,Sleeper,2,Tatkal,21,0
Thu,Afternoon,35,High,Normal,1AC,1,Normal,79,0
Tue,Evening,9,Low,Festival,1AC,1,Tatkal,86,0
Sun,Evening,11,Medium,Holiday,3AC,3,Normal,80,1
Wed,Afternoon,68,Medium,Holiday,Sleeper,3,Tatkal,14,1
Fri,Morning,19,Medium,Festival,1AC,4,Tatkal,85,0
Tue,Morning,36,Medium,Normal,Sleeper,4,Tatkal,86,1
Thu,Morning,111,Medium,Normal,1AC,1,Tatkal,41,1
Tue,Night,17,High,Holiday,Sleeper,5,Tatkal,80,0
Sun,Morning,110,High,Normal,2AC,1,Tatkal,33,1
Wed,Night,103,High,Festival,2AC,3,Tatkal,36,0
Sat,Night,96,Low,Holiday,Sleeper,2,Tatkal,51,1
Fri,Evening,40,Medium,Normal,2AC,4,Tatkal,97,1
Wed,Night,11,Medium,Normal,Sleeper,1,Tatkal,91,0
Mon,Night,96,Low,Holiday,2AC,1,Normal,46,0
Fri,Night,68,Low,Festival,3AC,3,Normal,44,0
Wed,Night,72,Medium,Festival,3AC,5,Normal,93,0
Thu,Evening,96,Medium,Normal,Sleeper,3,Normal,44,1
Fri,Afternoon,63,High,Festival,Sleeper,1,Normal,61,0
Fri,Night,29,High,Holiday,Sleeper,4,Tatkal,37,0
Tue,Afternoon,109,Medium,Normal,Sleeper,4,Tatkal,98,1
Thu,Morning,16,Medium,Normal,Sleeper,5,Normal,39,1
Mon,Morning,34,Medium,Festival,1AC,5,Tatkal,76,1
Sat,Afternoon,79,Low,Holiday,Sleeper,3,Tatkal,19,0
Sun,Afternoon,39,High,Holiday,1AC,2,Normal,24,0
Wed,Morning,18,Medium,Holiday,3AC,5,Tatkal,88,0
Tue,Evening,59,Medium,Holiday,3AC,4,Normal,20,1
Wed,Evening,46,Low,Festival,2AC,2,Tatkal,70,0
Mon,Night,1,Medium,Holiday,1AC,4,Tatkal,51,0
Mon,Evening,69,High,Holiday,2AC,5,Tatkal,80,0
Fri,Evening,41,High,Holiday,1AC,5,Tatkal,5,1
Sun,Night,116,Medium,Holiday,3AC,4,Tatkal,68,0
Mon,Night,108,Medium,Holiday,Sleeper,3,Tatkal,98,0
Wed,Evening,59,High,Festival,2AC,2,Normal,4,1
Thu,Afternoon,110,Low,Holiday,Sleeper,2,Tatkal,78,1
Thu,Night,10,Medium,Holiday,1AC,3,Normal,66,0
Fri,Afternoon,72,Medium,Holiday,3AC,1,Normal,11,1
Sat,Morning,26,Low,Holiday,2AC,2,Normal,98,0
Wed,Night,13,Medium,Holiday,1AC,5,Normal,71,1
Wed,Afternoon,98,Low,Holiday,2AC,1,Normal,43,1
Mon,Night,83,High,Normal,2AC,2,Normal,76,1
Sun,Night,58,Low,Normal,1AC,4,Normal,19,0
Wed,Night,95,Medium,Normal,2AC,5,Tatkal,76,1
Tue,Night,111,Medium,Normal,3AC,4,Tatkal,1,1
Sat,Afternoon,7,Medium,Festival,1AC,3,Normal,83,1
Mon,Afternoon,74,Low,Festival,3AC,4,Tatkal,80,1
Tue,Afternoon,65,Medium,Festival,3AC,5,Tatkal,31,0
Fri,Morning,4,Medium,Festival,2AC,5,Tatkal,55,0
Thu,Night,29,Medium,Normal,2AC,2,Tatkal,16,1
Fri,Night,107,Low,Normal,Sleeper,4,Tatkal,89,1
Thu,Afternoon,104,High,Festival,3AC,2,Normal,36,0
Fri,Afternoon,74,Low,Holiday,1AC,4,Tatkal,87,1
Wed,Night,79,Low,Holiday,2AC,2,Normal,81,1
Tue,Night,24,High,Festival,1AC,2,Tatkal,30,0
Thu,Morning,105,Medium,Holiday,1AC,2,Normal,86,0
Mon,Night,24,Medium,Festival,3AC,5,Tatkal,65,0
Tue,Afternoon,74,Low,Festival,Sleeper,5,Normal,12,0
Mon,Morning,61,Medium,Festival,Sleeper,3,Tatkal,57,1
Tue,Evening,64,High,Festival,Sleeper,2,Normal,41,1
Tue,Evening,96,Medium,Festival,Sleeper,4,Tatkal,3,1
Fri,Night,0,High,Holiday,2AC,2,Tatkal,62,0
Thu,Afternoon,119,High,Festival,3AC,3,Tatkal,43,1
Thu,Night,115,Medium,Festival,2AC,3,Tatkal,56,0
Sun,Afternoon,46,Low,Festival,Sleeper,2,Tatkal,54,1
Tue,Afternoon,72,Medium,Normal,Sleeper,4,Normal,56,0
Wed,Afternoon,26,Low,Festival,3AC,3,Tatkal,28,0
Wed,Evening,37,Medium,Holiday,1AC,5,Tatkal,9,0
Mon,Night,18,Medium,Holiday,Sleeper,1,Tatkal,7,0
Mon,Night,39,Low,Normal,2AC,5,Tatkal,72,1
Fri,Evening,80,Medium,Festival,1AC,1,Tatkal,70,0
Tue,Afternoon,11,Low,Holiday,2AC,4,Normal,12,0
Mon,Morning,65,High,Holiday,1AC,2,Tatkal,52,1
Mon,Morning,71,High,Holiday,1AC,5,Tatkal,38,1
Sat,Evening,32,Medium,Normal,Sleeper,2,Normal,58,0
Tue,Morning,12,Low,Holiday,2AC,1,Normal,90,1
Fri,Afternoon,42,Low,Festival,3AC,1,Tatkal,5,1
Mon,Afternoon,20,High,Holiday,1AC,4,Normal,63,1
Fri,Night,82,High,Festival,3AC,2,Normal,39,1
Thu,Afternoon,33,High,Festival,Sleeper,3,Tatkal,75,0
Fri,Afternoon,29,High,Festival,2AC,3,Normal,42,0
Wed,Afternoon,19,High,Normal,2AC,3,Tatkal,66,0
Wed,Morning,81,Low,Holiday,Sleeper,5,Normal,7,1
Fri,Morning,84,High,Festival,2AC,4,Tatkal,23,1
Wed,Evening,119,High,Normal,1AC,5,Normal,57,0
Thu,Evening,35,High,Festival,Sleeper,5,Normal,1,0
Tue,Morning,6,Medium,Holiday,1AC,4,Normal,5,1
Wed,Night,68,Low,Festival,3AC,1,Tatkal,72,1
Wed,Night,8,Low,Holiday,3AC,1,Tatkal,83,0
Fri,Morning,44,Low,Holiday,3AC,5,Tatkal,36,0
Thu,Evening,17,Medium,Holiday,3AC,1,Normal,73,1
Sun,Night,46,High,Holiday,Sleeper,5,Normal,91,0
Sun,Afternoon,113,High,Holiday,Sleeper,2,Tatkal,86,0
Sun,Night,0,Low,Festival,2AC,3,Tatkal,3,1
Sun,Night,99,High,Holiday,1AC,3,Normal,49,1
Tue,Night,108,High,Normal,1AC,3,Tatkal,13,0
Fri,Evening,77,Medium,Holiday,2AC,1,Tatkal,54,0
Fri,Evening,71,Low,Festival,1AC,3,Normal,81,1
Sat,Morning,52,Low,Normal,2AC,4,Normal,35,1
Thu,Night,36,High,Festival,1AC,5,Normal,57,1
Sun,Evening,19,High,Normal,Sleeper,4,Normal,97,0
Tue,Evening,94,High,Normal,3AC,5,Normal,41,0
Thu,Morning,70,Low,Festival,Sleeper,4,Normal,94,1
Sun,Afternoon,57,Medium,Holiday,2AC,1,Tatkal,8,1
Tue,Afternoon,119,High,Festival,3AC,1,Normal,71,1
Thu,Night,40,High,Holiday,1AC,4,Normal,95,0
Fri,Afternoon,37,High,Normal,2AC,5,Normal,29,1
Fri,Morning,43,Low,Normal,Sleeper,5,Normal,74,1
Mon,Evening,120,Medium,Festival,2AC,1,Normal,72,1
Wed,Afternoon,106,High,Festival,2AC,1,Tatkal,81,0
Sun,Night,14,High,Holiday,Sleeper,4,Normal,85,1
Sat,Night,112,High,Normal,2AC,1,Tatkal,51,0
Thu,Evening,34,Low,Holiday,3AC,2,Tatkal,46,0
Sat,Night,80,Medium,Holiday,2AC,3,Normal,2,1
Mon,Morning,26,High,Holiday,2AC,3,Tatkal,19,0
Wed,Afternoon,20,High,Festival,1AC,2,Tatkal,79,0
Thu,Night,39,Low,Holiday,Sleeper,2,Normal,40,0
Tue,Afternoon,117,High,Normal,2AC,1,Normal,7,1
Sun,Evening,43,Low,Festival,1AC,2,Tatkal,14,0
Wed,Afternoon,108,Medium,Festival,Sleeper,5,Normal,10,0
Fri,Morning,89,Low,Festival,1AC,5,Tatkal,81,0
Mon,Evening,43,Medium,Festival,2AC,1,Tatkal,86,0
Wed,Night,4,High,Festival,1AC,2,Tatkal,97,0
Sun,Evening,96,Medium,Holiday,3AC,2,Tatkal,15,0
Wed,Afternoon,48,High,Normal,2AC,1,Normal,39,0
Sun,Afternoon,68,Low,Holiday,Sleeper,3,Tatkal,30,1
Fri,Afternoon,91,Medium,Normal,2AC,3,Normal,58,0
Thu,Afternoon,20,High,Holiday,1AC,5,Normal,36,1
Tue,Evening,7,Low,Holiday,1AC,4,Normal,22,1
Fri,Evening,65,Low,Festival,Sleeper,2,Tatkal,72,0
Tue,Afternoon,118,High,Normal,2AC,3,Normal,37,1
Thu,Night,36,Low,Festival,1AC,3,Normal,91,1
Wed,Evening,13,High,Normal,Sleeper,3,Tatkal,19,0
Tue,Morning,33,Low,Festival,Sleeper,3,Tatkal,64,0
Mon,Evening,116,Low,Normal,Sleeper,1,Tatkal,32,1
Mon,Morning,107,Medium,Holiday,3AC,3,Normal,74,0
Sun,Night,120,Low,Festival,Sleeper,4,Tatkal,83,1
Fri,Morning,59,Medium,Festival,3AC,5,Normal,84,0
Thu,Morning,60,High,Festival,3AC,5,Tatkal,67,0
Sun,Night,45,High,Normal,2AC,1,Tatkal,25,0
Fri,Afternoon,100,High,Normal,Sleeper,3,Normal,55,0
Fri,Evening,20,High,Festival,Sleeper,4,Tatkal,51,0
Sun,Night,90,Low,Holiday,2AC,3,Tatkal,6,1
Sat,Morning,113,High,Holiday,3AC,2,Normal,84,0
Fri,Afternoon,120,Low,Normal,1AC,3,Tatkal,16,1
Sat,Evening,17,Low,Normal,2AC,2,Normal,97,0
Mon,Night,111,High,Festival,3AC,3,Normal,36,0
Mon,Evening,60,High,Festival,2AC,3,Normal,83,0
Fri,Afternoon,68,High,Festival,1AC,2,Tatkal,21,1
Mon,Evening,33,Low,Holiday,3AC,5,Tatkal,35,0
Thu,Afternoon,81,Low,Normal,3AC,4,Normal,88,0
Sat,Night,53,High,Festival,3AC,5,Normal,20,0
Sat,Afternoon,98,Medium,Festival,2AC,4,Normal,77,1
Fri,Night,89,Medium,Festival,Sleeper,1,Normal,91,1
Mon,Afternoon,28,High,Festival,Sleeper,5,Tatkal,90,0
Tue,Evening,40,High,Normal,1AC,4,Normal,67,0
Sun,Afternoon,91,Low,Holiday,1AC,1,Tatkal,26,1
Sun,Afternoon,69,Medium,Normal,2AC,4,Tatkal,2,1
Sat,Evening,89,Low,Festival,3AC,1,Normal,45,0
Fri,Morning,57,High,Holiday,Sleeper,2,Normal,33,1
Fri,Afternoon,81,Low,Normal,1AC,4,Normal,100,0
Thu,Night,29,High,Festival,3AC,2,Normal,47,0
Wed,Afternoon,32,High,Normal,Sleeper,4,Tatkal,57,0
Wed,Morning,62,High,Festival,3AC,4,Normal,43,0
Sat,Night,95,High,Holiday,Sleeper,5,Normal,97,1
Sun,Evening,113,Low,Festival,3AC,4,Tatkal,82,0
Thu,Evening,89,Low,Holiday,2AC,1,Normal,80,1
Thu,Evening,85,Low,Holiday,3AC,1,Tatkal,49,0
Thu,Night,33,Low,Holiday,1AC,1,Normal,13,1
Sat,Afternoon,118,Medium,Festival,Sleeper,4,Normal,47,1
Wed,Night,118,Medium,Holiday,Sleeper,4,Tatkal,88,1
Sun,Night,48,Low,Normal,1AC,2,Tatkal,67,1
Thu,Morning,11,Low,Normal,Sleeper,5,Normal,91,0
Sun,Night,21,High,Normal,2AC,5,Tatkal,86,1
Mon,Evening,84,Medium,Normal,2AC,5,Tatkal,36,1
Fri,Night,23,Medium,Normal,2AC,1,Tatkal,10,0
Fri,Morning,55,Low,Festival,Sleeper,1,Normal,20,1
Sun,Night,24,Low,Normal,Sleeper,4,Normal,84,0
Tue,Night,65,Low,Holiday,2AC,3,Tatkal,76,1
Tue,Evening,0,High,Holiday,3AC,2,Tatkal,73,0
Sat,Night,73,High,Festival,Sleeper,3,Normal,60,0
Sat,Afternoon,117,Medium,Holiday,3AC,2,Tatkal,91,0
Fri,Evening,33,Medium,Normal,2AC,2,Normal,92,1
Mon,Morning,4,High,Festival,2AC,3,Tatkal,99,0
Wed,Morning,16,High,Normal,1AC,2,Normal,51,1
Wed,Morning,0,Low,Normal,1AC,5,Tatkal,94,1
Sat,Night,77,High,Festival,2AC,1,Tatkal,93,0
Mon,Afternoon,20,High,Holiday,Sleeper,5,Tatkal,60,0
Sat,Evening,5,Low,Normal,2AC,1,Normal,6,1
Wed,Afternoon,74,High,Holiday,2AC,3,Normal,15,1
Sun,Afternoon,38,Low,Holiday,2AC,3,Normal,24,0
Sat,Morning,58,High,Normal,1AC,4,Normal,63,0
Thu,Morning,19,Low,Festival,Sleeper,2,Tatkal,51,0
Sun,Afternoon,83,Medium,Festival,Sleeper,5,Tatkal,37,0
Sat,Afternoon,84,Low,Festival,3AC,3,Tatkal,83,1
Fri,Evening,63,Low,Holiday,3AC,1,Normal,32,1
Sat,Morning,117,Low,Normal,Sleeper,5,Normal,90,1
Fri,Morning,23,Low,Festival,3AC,1,Normal,5,0
Mon,Night,40,Medium,Normal,3AC,3,Tatkal,87,1
Wed,Morning,118,High,Festival,Sleeper,5,Tatkal,2,1
Sun,Evening,89,High,Holiday,1AC,4,Normal,48,1
Sun,Night,66,Low,Holiday,2AC,5,Tatkal,46,1
Tue,Evening,37,Low,Holiday,3AC,5,Normal,56,0
Tue,Morning,104,High,Normal,Sleeper,4,Tatkal,1,0
Wed,Morning,37,Medium,Festival,2AC,4,Normal,35,0
Tue,Afternoon,27,Low,Festival,1AC,4,Normal,99,0
Sun,Afternoon,9,Low,Normal,1AC,1,Normal,92,0
Sat,Evening,23,Medium,Holiday,2AC,2,Normal,73,1
Mon,Night,61,Low,Holiday,Sleeper,1,Normal,11,1
Mon,Morning,103,Medium,Festival,1AC,3,Normal,82,0
Wed,Afternoon,51,Medium,Normal,1AC,5,Normal,17,1
Tue,Afternoon,111,High,Normal,Sleeper,3,Normal,73,0
Sat,Morning,70,Medium,Festival,2AC,5,Normal,96,0
Mon,Morning,86,Medium,Holiday,1AC,5,Tatkal,92,1
Mon,Night,86,Medium,Normal,1AC,3,Tatkal,63,1
Thu,Afternoon,23,Low,Festival,1AC,5,Tatkal,33,1
Thu,Night,94,High,Normal,1AC,5,Normal,1,1
Sun,Night,113,Low,Normal,3AC,5,Normal,67,1
Mon,Morning,49,Low,Festival,Sleeper,2,Normal,43,0
Wed,Night,110,High,Normal,Sleeper,5,Tatkal,47,1
Fri,Morning,85,High,Normal,1AC,4,Normal,86,1
Fri,Evening,90,Medium,Normal,1AC,3,Tatkal,29,1
Sat,Night,37,High,Festival,Sleeper,5,Tatkal,22,0
Mon,Afternoon,68,Low,Holiday,1AC,5,Normal,58,1
Mon,Afternoon,17,Medium,Holiday,Sleeper,3,Normal,64,1
Sun,Evening,71,Medium,Holiday,2AC,5,Normal,96,1
Mon,Evening,98,High,Normal,1AC,2,Normal,48,1
Wed,Night,111,Low,Holiday,2AC,4,Tatkal,16,0
Thu,Afternoon,48,Medium,Normal,Sleeper,2,Tatkal,26,0
Mon,Afternoon,16,High,Normal,3AC,2,Tatkal,66,0
Mon,Morning,75,Medium,Holiday,2AC,2,Normal,99,1
Sun,Morning,118,High,Festival,3AC,2,Tatkal,38,0
Tue,Afternoon,102,Low,Normal,3AC,1,Tatkal,29,0
Sun,Morning,85,High,Normal,Sleeper,5,Normal,64,1
Sun,Morning,117,High,Holiday,2AC,5,Normal,85,0
Wed,Morning,52,Low,Festival,3AC,5,Normal,39,0
Sat,Evening,5,Low,Festival,2AC,1,Normal,65,0
Mon,Afternoon,93,High,Festival,Sleeper,4,Tatkal,81,0
Sun,Afternoon,65,High,Normal,3AC,3,Normal,94,0
Sun,Afternoon,4,Low,Holiday,1AC,2,Tatkal,36,0
Tue,Morning,1,Medium,Festival,2AC,1,Normal,65,0
Sun,Night,61,Medium,Normal,2AC,4,Normal,52,1
Fri,Night,98,High,Normal,Sleeper,1,Tatkal,80,0
Sat,Morning,4,Low,Normal,3AC,3,Tatkal,89,0
Mon,Evening,30,Medium,Normal,Sleeper,2,Tatkal,41,0
Mon,Evening,80,Low,Festival,1AC,1,Normal,81,1
Tue,Afternoon,62,Medium,Holiday,Sleeper,2,Tatkal,47,0
Wed,Night,90,High,Holiday,2AC,3,Normal,17,0
Mon,Evening,94,Medium,Holiday,1AC,4,Tatkal,50,1
Fri,Night,114,Low,Festival,1AC,5,Tatkal,34,1
Mon,Night,73,Medium,Festival,Sleeper,1,Tatkal,50,0
Fri,Evening,75,Low,Festival,Sleeper,5,Normal,43,0
Sat,Morning,117,High,Holiday,Sleeper,3,Normal,16,0
Sat,Afternoon,17,High,Holiday,2AC,1,Tatkal,84,0
Thu,Afternoon,114,High,Holiday,2AC,2,Tatkal,63,0
Thu,Evening,76,Low,Holiday,1AC,2,Normal,35,0
Fri,Morning,56,Low,Normal,1AC,1,Tatkal,21,0
Wed,Evening,71,Medium,Normal,3AC,2,Normal,32,1
Mon,Evening,98,Low,Normal,3AC,4,Tatkal,93,1
Sun,Night,118,Medium,Holiday,1AC,3,Normal,57,0
Mon,Night,107,Medium,Normal,3AC,2,Normal,97,1
Thu,Afternoon,61,Medium,Festival,Sleeper,1,Tatkal,7,1
Sun,Night,3,High,Festival,3AC,1,Normal,49,0
Fri,Night,61,High,Normal,2AC,4,Tatkal,61,0
Sun,Morning,45,Medium,Normal,1AC,4,Normal,93,0
Mon,Evening,70,Low,Festival,3AC,1,Tatkal,58,0
Mon,Evening,20,Low,Holiday,3AC,1,Normal,5,0
Wed,Morning,59,Low,Normal,1AC,2,Normal,17,1
Tue,Night,44,Medium,Normal,Sleeper,1,Tatkal,51,1
Sun,Night,107,Medium,Holiday,2AC,1,Tatkal,55,1
Thu,Evening,78,Medium,Festival,2AC,4,Tatkal,95,1
Thu,Afternoon,97,Low,Holiday,2AC,3,Normal,54,0
Tue,Evening,21,High,Normal,3AC,4,Normal,80,0
Mon,Afternoon,64,Low,Normal,3AC,4,Normal,17,0
Wed,Night,5,Medium,Normal,1AC,4,Normal,8,1
Wed,Afternoon,64,High,Normal,1AC,5,Tatkal,62,1
Thu,Afternoon,82,Low,Festival,1AC,2,Normal,36,1
Wed,Afternoon,26,Low,Holiday,3AC,3,Tatkal,55,1
Sat,Afternoon,9,Low,Festival,3AC,5,Normal,27,1
Tue,Afternoon,54,Medium,Normal,1AC,5,Normal,6,1
Mon,Evening,77,Medium,Festival,2AC,2,Normal,83,1
Sat,Morning,33,Medium,Holiday,Sleeper,3,Tatkal,17,0
Tue,Night,40,High,Festival,Sleeper,1,Tatkal,45,0
Fri,Evening,31,Low,Normal,1AC,1,Normal,20,0
Sun,Morning,66,Low,Holiday,Sleeper,1,Tatkal,43,0
Thu,Evening,50,Low,Festival,3AC,2,Tatkal,9,0
Wed,Morning,109,Medium,Holiday,1AC,5,Tatkal,41,0
Fri,Evening,79,Low,Festival,2AC,3,Normal,46,1
Wed,Night,38,High,Normal,1AC,1,Normal,79,0
Sat,Night,96,High,Festival,3AC,4,Tatkal,10,0
Mon,Afternoon,4,High,Holiday,Sleeper,2,Normal,93,0
Mon,Morning,57,Low,Festival,Sleeper,1,Normal,48,0
Mon,Evening,98,High,Holiday,3AC,4,Normal,55,1
Wed,Afternoon,16,Low,Holiday,3AC,4,Tatkal,47,1
Fri,Evening,22,High,Festival,3AC,2,Tatkal,0,1
Mon,Night,89,Low,Normal,3AC,4,Tatkal,23,1
Fri,Night,45,High,Normal,2AC,1,Tatkal,0,0
Wed,Morning,111,High,Normal,2AC,2,Normal,80,0
Sat,Evening,6,High,Festival,2AC,4,Normal,31,1
Fri,Evening,104,Low,Festival,Sleeper,4,Normal,8,1
Sat,Afternoon,61,High,Normal,Sleeper,4,Normal,32,0
Wed,Night,6,Medium,Normal,Sleeper,2,Tatkal,17,0
Wed,Afternoon,14,High,Holiday,Sleeper,4,Normal,61,0
Thu,Afternoon,29,High,Holiday,3AC,1,Tatkal,20,0
Wed,Morning,19,High,Festival,3AC,1,Tatkal,15,0
Wed,Afternoon,66,High,Normal,2AC,5,Tatkal,8,1
Tue,Morning,85,High,Holiday,2AC,3,Tatkal,39,1
Mon,Night,111,High,Normal,1AC,5,Tatkal,72,1
Thu,Afternoon,53,Low,Festival,1AC,2,Normal,15,0
Sun,Afternoon,49,Low,Festival,Sleeper,5,Tatkal,71,0
Thu,Afternoon,70,Medium,Festival,3AC,2,Normal,59,1
Thu,Afternoon,94,Medium,Normal,Sleeper,5,Tatkal,55,1
Sun,Night,48,Low,Holiday,1AC,3,Normal,81,1
Tue,Morning,120,Medium,Festival,1AC,2,Tatkal,76,1
Sat,Night,49,High,Normal,3AC,1,Normal,74,0
Wed,Morning,2,Low,Festival,1AC,3,Normal,1,1
Mon,Morning,117,High,Normal,Sleeper,1,Tatkal,17,0
Fri,Afternoon,106,Medium,Festival,Sleeper,5,Tatkal,82,1
Sun,Afternoon,63,High,Holiday,Sleeper,5,Tatkal,58,0
Sat,Afternoon,118,Medium,Normal,3AC,1,Normal,19,1
Sun,Morning,45,Low,Normal,1AC,4,Tatkal,2,1
Wed,Evening,80,High,Holiday,2AC,4,Normal,91,1
Tue,Evening,114,Low,Festival,2AC,3,Tatkal,57,1
Sun,Evening,21,Medium,Normal,3AC,5,Normal,24,1
Wed,Night,51,High,Normal,Sleeper,3,Tatkal,86,0
Wed,Morning,36,Medium,Holiday,1AC,1,Normal,77,0
Tue,Evening,59,High,Festival,3AC,4,Normal,28,0
Thu,Morning,66,High,Festival,3AC,5,Normal,49,0
Thu,Morning,47,Medium,Normal,3AC,3,Tatkal,44,0
Mon,Night,29,Low,Festival,1AC,1,Tatkal,70,0
